Title,Date,Rating,Author,Summary,OCN,Pros,Cons,Verdict
AOC G2590FX,2019-02-19,8.2,Morten Skeldal Østergaard,AOC:s bildskärm ger en bra bild och det är imponerande med så många spelfunktioner i den här prisklassen.,Skärm, Bra bild," Vingligt stativ
","G2590FX innehåller en rad funktioner som är riktade till datorspelare. Ett exempel är det urval av spelprofiler som finns att välja mellan. Det går alltså att ställa in skärmen efter den spelgenre man tänker spela i, varpå färgerna anpassas därefter."
HP Tango X,2019-02-19,8.6,Henrik Ræder Clausen,Kompakt bläckskrivare,Skrivare, Ovanligt diskret, Dålig skanner,Hela den här idén ligger i tiden där allting ska ske på rullande abonnemang. Om det är bra eller ej är upp till var och en att fundera på.
Dell UltraSharp 49 U4919DW,2019-02-07,8.5,Markus Dahlberg,"En krökt bildskärm på rekordstora 49 tum, vilket motsvarar två 27-tumsskärmar bredvid varandra. Snygg, bra bild och STOOOR.",Skärm, Usb c-ingång, Dyr,Som spelskärm till en dator med dubbla grafikkort vore det som upplagt med Dells stora skärm. Men proffsen stör sig på den lite för långa svars­tiden och dessutom saknas stöd för FreeSync och G-sync.
Sandberg Laptop AC Adapter Mini 100W,2019-02-19,9.6,Henrik Ræder Clausen,Kompakt universalladdare för datorer. Inbyggd usb-laddning.,Diverse, Liten och lätt, Vissa kontakter saknas,"Adaptern stödjer dock inte Apples äldre datorer som inte laddas via usb c och laddaren passade inte heller till en av våra Acer-datorer, så dubbelkolla på Sandbergs hemsida att adaptern passar din dator."
Asus Vivobook S15 S530UN,2019-02-25,8.1,Morten Skeldal Østergaard,"En bra och färgglad arbetshäst som täcker de flesta vardagsbehov. Den gör sitt jobb, men det är bara färgen som sticker ut.",Dator, Goda prestanda för priset," Smalt numeriskt tangentbord
","På kortsidorna finns det ett fint urval av portar, till exempel en hdmi-port i full storlek och en kortläsare för microSD-kort. Utöver de vanliga usb-portarna finns det även en usb c-port. Just denna port blir allt mer en standard för lätta bärbara datorer som ofta laddas via usb c. Asus väljer dock en mer traditionell laddning med en separat laddport. Det känns inte toppmodernt. Det fina med usb c-laddning är ju att olika enheter kan dela på samma laddare. Det får vi alltså inte här."
Lenovo Legion T730,2019-02-19,9.1,Henrik Ræder Clausen,Stationär pc med hög kapacitet,Dator, Mycket höga prestanda," Billiga tillbehör
","Som väntat ger prestandamätningarna höga värden. Särskilt ssd-enheten imponerar med läshastigheter på bortåt 3,5 gigabyte i sekunden! Alltså gigabyte! Snabbare än så blir det knappast."
Blue Yeti Nano,2019-05-10,8.8,Henrik Ræder Clausen,Bordsmikrofon med medhörning och riktningskänslig inspelning.,Diverse, Hög ljudkvalitet," Känslig för mekaniska störningar
","Det viktigaste är förstås ljudet, och ljudkvaliteten är inget annat än superb. Ljudbilden är öppen och detaljrik med hög upplösning. Känsligheten är bra och det är inga problem att spela in fågelkvitter eller andra ljud. Frekvensbalansen är övervägande neutral med en tendens att betona detaljer i de högre frekvenserna."
Razer Mamba Elite,2019-02-22,9.0,Morten Skeldal Østergaard,Det är svårt att föreställa sig att någon skulle kunna bli besviken på Razer Mamba Elite.,Mus, Perfekt form,,"Det är praktiskt att kunna ändra pekarhastigheten, inte bara i spel utan även i det vardagliga arbetet. Vid exempelvis bildbehandling kan det vara bra med högre precision. Likaså kan en lägre pekarhastighet göra det lättare att träffa rätt på små ikoner i Windows."
Sandberg Firestorm,2019-02-28,7.3,Morten Skeldal Østergaard,Bra speltangentbord med rimligt pris,Tangentbord, Bra tangenter, Montering handlovsstöd,"Eftersom det inte finns någon ram kring tangenterna läcker det ut en hel del ljus under dem, vilket gör hela ljusspektaklet lite mindre imponerande."
Netgear Orbi Voice,2019-05-02,8.5,Morten Skeldal Østergaard,"Orbi Voice är en smart kombination av en digital assistent och ett effektivt trådlöst nätverk, men det är väldigt dyrt.",Router, Enkel installation, Alexa kan bara engelska,Den stora fördelen med ett meshnätverk är att räckvidden blir mycket bättre än i ett nätverk med en enda router. Nackdelen är att det inte finns lika många funktioner som i ett vanligt nätverk. Det går till exempel inte att prioritera nätverkstrafik av en viss typ och den som vill använda avancerad fildelning bör välja en traditionell nätverkslösning.
Samsung Galaxy A9 (2018),2019-02-28,7.7,Henrik Ræder Clausen,En stor Android-telefon med mycket minne och hela fyra kameror på baksidan.,Telefon, Fem kameror," Jobbiga kameror
","I vardagen fungerar telefonen bra och ljudkvaliteten är hög. Telefonen är dock stor och det kan vara svårt att greppa den med en hand. Det finns en del standardprogram från Google och Microsoft installerade, något som blir allt vanligare, men det gör nu inte så mycket eftersom det finns så gott om lagringsutrymme."
Vifa Helsinki,2019-04-24,6.8,Markus Dahlberg,Snygg högtalare i stram skandinavisk design. Läderrem och tygklädd.,Högtalare,,,"Rent utseende- och kvalitetsmässigt är Helsinki en fullträff. Materialvalen är smakfulla och den eleganta högtalaren är modernt diskret med klar nordisk känsla. Den passar utmärkt som extrahögtalare till mobilen eller datorn, men förvänta dig ingen partymaskin."
Plantronics BackBeat PRO 2,2019-04-25,9.0,Markus Dahlberg,Over ear-lurar med många funktioner för både arbete och fritid.,Hörlurar och headset, Sköna,,Appen i mobilen är bland de fattigaste vi har sett. Det går i princip bara att läsa manualen och spela upp ett ljud från lurarna om man inte hittar dem. Då är programmet för Mac eller pc roligare. Där går det bland annat att ställa in språket så att lurarna talar svenska. Eller snarare svengelska. Frasen ”Open mic på” känns – underlig. Här går det även att uppdatera lurarnas fasta program (firmware) och ställa in en mängd detaljer avsedda för mer professionella användare.
Trust GXT 180 Kusan Pro,2019-05-10,9.4,Henrik Ræder Clausen,"Optisk mus med hög precision, sex knappar och ljuseffekter.",Mus, Hög precision,,"Men om man ger sig lite tid att lära sig inställningarna är det faktiskt inte så dumt med en profil för vardagsjobbet, en för mer finstämd bildbehandling och kanske ett par för favoritspelen. Programmeringen är enkel och sker genom att olika funktioner dras grafiskt till rätt knapp."
Niko Dimmer Switch for Philips Hue,2019-05-01,9.0,Henning Dadkhah Rasmussen,Niko dimmer fungerar med Philips smarta lampsystem Hue.,Diverse, Hög precision,,"Den som är van att använda Philips strömbrytare Hue Tap känner igen sig i att man måste tryck ganska hårt på knapparna. Det kommer sig av att de behöver rörelseenergin i knapptryckningarna för att fungera. Det är mest en vanesak, men vi har varit med om att vänner på besök trott att lamporna var trasiga bara för att de inte tryckte tillräckligt hårt."
Trust Asta GXT 865,2019-03-22,6.8,Morten Skeldal Østergaard,Trust Asta GXT 865 är ett välbyggt och stadigt tangentbord med färgat ljus i tangenterna. Tyvärr låter det ovanligt mycket när man skriver på det.,Tangentbord, Spår på undersidan för sladden, Irriterande tangentljud,"Det finns däremot en annan anledning att ta det lite lugnt med hamrandet. Ovansidan består av en enda metallplatta och när en tangent trycks ned slår den i metallen så hårt att det uppstår ett ringande ljud som blir väldigt tröttsamt i längden. Spelar man med hörlurar är detta inget problem, men inför det här testet provar vi Asta inte bara för spel utan även för kontorsjobb, och då blir ljudet tämligen påfrestande. Det är synd, eftersom Asta annars är ett välbyggt och bra tangentbord."
Sandberg Solar Charger 13W,2019-05-10,8.2,Henrik Ræder Clausen,En mjuk solpanel för laddning av mobila enheter.,Diverse, Flexibel," Sämre prestanda än utlovat
","Den fysiska kvaliteten är det inget fel på. Solar Charger är byggd som en tunn pamflett som kan vikas ihop när den inte används. Båda sidorna är mjuka och böjliga för att den ska kunna fästas på en ryggsäck eller liknande när solen skiner. Runt om sitter det fyra kraftiga öglor, så att panelen kan fästas med de karbinhakar som följer med. På baksidan av den ena panelen finns det två usb-portar gömda i en ficka. Det är genomtänkt eftersom enheten som ska laddas kan ligga i fickan under laddningen."
TP-Link Deco M9 Plus (3-pack),2019-04-01,8.4,Henrik Ræder Clausen,Meshrouter i tre delar som ger ett Wi-Fi 5-nätverk.,Router, Diskreta," Hastighetsproblem
","De första hastighetsmätningar visade så låga resultat att vi måste undersöka saken närmare. Det visar sig att nätverksporten inte alltid hade ordentligt kontakt, så hastigheterna begränsades till 100 megabit i sekunden. När vi fixade kabelanslutningarna kunde vi mäta upp riktigt fina 729 megabit per sekund."
Acer KG241 (UM.FX1EE.P01),2019-04-01,7.8,Morten Skeldal Østergaard,"En bra 24-tumsskärm till ett smakligt pris, men bara om du letar efter en skärm som är anpassad för spel.",Skärm, Bra funktioner för spel," Svårstyrd
","Inställningsknapparna för att styra de inbyggda menyerna sitter på framsidan nere till höger. Där är de lätta att komma åt men det finns inga markeringar, så det blir till att prova sig fram för att ändra ljusstyrka, färgton och så vidare. Detta kunde Acer ha spenderat några kronor till på och gjort tydligare."
Samsung Galaxy S10,2019-03-21,9.0,Morten Skeldal Østergaard,"Samsungs tionde Galaxytelefon hör till de bästa Android-telefonerna som finns, bland annat på grund av den fantastiska skärmen.",Telefon, Förträfflig skärm," Obrukbar digital assistent
",På baksidan sitter det tre kameralinser i rad. De levererar fotografier i klass med de bästa mobilkamerorna från Huawei och Apple. Det är enkelt att byta mellan kamerorna i fotoappen eftersom de har fått varsin knapp. Det gör det lätt att hitta den kamera som passar bäst till det aktuella motivet.
Skullcandy Venue,2019-03-28,8.8,Markus Dahlberg,Trådlösa hörlurar med brusreducering till ett överkomligt pris.,Hörlurar och headset, Sköna," Micro-usb
",Synd att Skullcandy har valt laddning via micro-usb. Nu är det usb c som gäller och det vore skönt att bara behöva släpa med sig en typ av ­kabel.
Yoga Book C930,2019-03-28,7.9,Markus Dahlberg,En liten och extremt kompakt bärbar pc med ett tangentbord som bara visas när det behövs.,Dator," Extremt tunn, snygg och kaxig", Skumt ”tangentbord”,"När skärmen viks hela vägen bakåt blir Yoga Book en lysande surfplatta för att exempelvis titta på film. Värt att notera här är att det inte finns något hörlursuttag. Det är Blue­tooth-lurar som gäller. Det finns för övrigt bara två usb c-portar, en på vardera kortsidan (båda kan användas för laddning), och en korthållare för minneskort samt simkort."
HyperX Savage EXO,2019-03-28,8.4,Markus Dahlberg,En extern ssd som fungerar lika bra till datorn som en spelkonsol. Fräck formgivning.,Hårddisk," Liten, lätt och snygg"," Inga topprestanda
","EXO är formaterad med filsystemet exFAT för att direkt ur lådan passa till olika enheter. Inför det här testet formaterar vi om det till NTFS, som är bättre och säkrare tillsammans med Windows."
Libratone Track+,2019-04-23,9.1,Morten Skeldal Østergaard,"Lyckat headset med fint ljud, men priset är saftigt.",Hörlurar och headset, Bra ljud, Micro-usb för laddning,Ljudet är bra vid både samtal och musik. Det går att dra upp volymen rejält utan att det blir någon distorsion. Volymknapparna på den högra sladdkontrollen är utformade som plus- och minustecken och därmed lätta att hitta med fingrarna. Hålls den runda mittenknappen nedtryckt aktiveras Google-assistenten med allt vad det innebär av funktionalitet. Det finns även brusreducering i fyra nivåer av samma typ som i 
Trust Fyber10 Fast Wireless Charger,2019-04-02,7.7,Morten Skeldal Østergaard,En tunn och elegant mobilladdare för trådlös laddning.,Diverse, Tunn och elegant, Långsam laddning,"Så fort en telefon som stödjer trådlös laddning läggs på plattan startar laddningen. Siffran i namnet Fyber10 kommer sig av den angivna effekten på tio watt, men det går långsammare att ladda jämfört med andra trådlösa laddare av liknande typ. Trådlös laddning tar visserligen alltid längre tid än laddning med sladd. "
Satechi ST-AHP,2019-04-04,7.9,Markus Dahlberg,Satechi ST-AHP är ett par trådlösa hörlurar i det lite mindre formatet.,Hörlurar och headset, Små och lätta att ta med," Bastung ljudbild
","Ljudbilden är det inget fel på alls – om man lyssnar på populärmusik. Basen är definitivt godkänd och det mesta blir njutbart med klart och tydligt mellanregister. Man får tåla att det är aningen nyansfattigt och platt, och den som vill höra alla detaljer i musiken har inget att hämta. Samtalskvaliteten kan i alla fall ingen klaga på."
Cat S61,2018-07-24,8.0,Martin Haverholm,Hantverkarmobilen framför andra. CAT S61 är en robust och annorlunda mobiltelefon som har alla funktioner hantverkare och gör det självare behöver.,Telefon, Extremt tålig, Äldre processor,
Ashampoo Photo Optimizer 7,2018-07-26,9.4,Peter Skovbjerg Jensen,Med Photo Optimizer 7 kan vem som helst få perfekta bilder.,Program appar spel, Otroligt enkelt,,
Asus VivoBook Flip 401C,2018-07-26,8.4,Morten Skeldal Østergaard,En lätt och tunn bärbar 2 i 1-dator som ger mycket för pengarna.,Dator, Blir enkelt en pekdator, Prestandan kunde vara bättre,
Sony Sport WF-SP700N,2018-07-10,7.8,Peter Skovbjerg Jensen,"Sony Sport WF-SP700N låter fantastiskt, men inte tillräckligt länge",Hörlurar och headset, Bra ljud, Dålig batteritid,
Canon Pixma TS3150,2018-07-30,5.2,Christian Slot,TS3150 är bara relevant för den med liten budget. Alla med lite högre ambitioner bör leta efter andra alternativ.,Skrivare, Billig i inköp, Extremt långsam,
Brother DCP-J772DW,2018-07-30,7.4,Morten Skeldal Østergaard,DCP-J772DW är en utmärkt kontorsskrivare som är särdeles snabb på textutskrifter. Däremot haltar färgutskrifterna en del.,Skrivare, Snabb, Urvattnade färger i bilder,
Sennheiser GSP 500,2018-07-30,6.4,Martin Haverholm,"Sennheiser GSP 500 är ett utmärkt headset för att ringa via Skype, titta på film och spela datorspel. Men det passar inte till allt.",Hörlurar och headset, Fin rumskänsla, Stramar kring huvudet,
HP Envy Photo 6230,2018-06-15,7.8,Morten Skeldal Østergaard,Bra fotoskrivare med egen bläckservice,Skrivare, Fina utskrifter, Drar mycket bläck,
Apple iPad (6:e gen – 2018),2018-05-08,9.4,Morten Skeldal Østergaard,Apples iPad håller formen. Den nya versionen är ett riktigt bra köp.,Pekdator, Bra skärm,,
Asus ROG Zephyrus GM501G,2018-08-02,8.8,Peter Skovbjerg Jensen,Asus ROG Zephyrus GM501G är den perfekta bärbara datorn för alla som vill ha med sig riktigt tunga prestanda överallt.,Dator, Kraftfullt grafikkort och snabb processor, Medelmåttig batteritid,
Huawei P20 Lite,2018-05-11,7.2,Peter Skovbjerg Jensen,Med Huawei P20 Lite kommer de flesta inte märka att de har köpt en lite billigare telefon. Användargränssnittet dämpar dock entusiasmen en smula.,Telefon, Kraftfull telefon för priset, Problematiskt användargränssnitt,
